office,authority,mcfd_reg,agency,sda_desc,lsa_desc,off_name,city,open_dt,close_dt,off_type,afterhrs,apt_num,addr1_txt,addr2_txt,post_cd,phone_num,community,lha,lha_name,lat,lng
VGJ,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Western Communities C&Y Mental Hlth,Victoria,2000/04/01,2024/03/31, ,N,,#104 - 3179 Jacklin Rd, ,V9B3Y7, ,VICTORIA,412,Western Communities,48.4345729,-123.5142615
VGK,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},A & D Serv Victoria Clinic,Victoria,2000/04/01,2024/03/31,District,N,,#228 - 1250 Quadra St., ,V8W2K7, ,VICTORIA,411,Greater Victoria,48.4252624,-123.3598638
VHA,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Interim Holding Unit,Victoria,2000/04/01,2024/03/31,District,N,,94 Talcott Road, ,V9B6L9, ,VICTORIA,411,Greater Victoria,48.463277,-123.4427413
VJB,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Adoptions & Guardianship,Victoria,2000/04/01,2024/03/31,District,N,,2814 Nanaimo Street, ,V8V1X4, ,VICTORIA,411,Greater Victoria,48.4402208,-123.3655474
VJC,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Saanich & Peninsula Youth,Victoria,2000/04/01,2024/03/31,District,N,,928 Cloverdale Road, ,V8W9S3, ,VICTORIA,411,Greater Victoria,48.4527337,-123.3668345
VJD,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Victoria Youth Services,Victoria,2000/04/01,2024/03/31,District,N,,"Suite 200, 1250 Quadra Street", ,V8V1X4, ,VICTORIA,411,Greater Victoria,48.4252624,-123.3598638
VKA,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,SDA 31 - Vancouver Island,LSA - Comox Valley,Ab Com Serv Mgr-Comox,Victoria,2008/04/01,2024/03/31,District,N,,1195 Esquimalt Road,,V9A3N6, ,ESQUIMALT,411,Greater Victoria,48.4296577,-123.4083573
VLA,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,SDA 31 - Vancouver Island,LSA - Campbell River,Ab Com Serv Mgr-Campbell River,Campbell River,2008/04/01,2024/03/31,District,N,,Suite 215 - 1180 Ironwoo,,V9W5P7, ,CAMPBELL RIVER,432,Greater Campbell River,50.0260701,-125.2551448
VMA,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,SDA 31 - Vancouver Island,LSA - Port Hardy,Ab Com Serv Mgr-Pt Hardy,Port Moody,2008/04/01,2024/03/31,District,N,,8755 Gray Street,,V0N2P0, ,PORT HARDY,434,Vancouver Island North,50.722741,-127.492789
VNA,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,SDA 31 - Vancouver Island,"LSA - SI - Aboriginal, Adopt & Guard",Si Ab Comm Services Mgr,Victoria,2008/04/01,2024/03/31,District,N,,"Suite 102, 1195 Esquimalt Road", ,V9A3N6, ,ESQUIMALT,411,Greater Victoria,48.4298727,-123.4121773
VNB,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,SDA 31 - Vancouver Island,"LSA - SI - Aboriginal, Adopt & Guard",Si Aboriginal Intake Team,Victoria,2008/04/01,2024/03/31,District,N,,"2nd Floor, 1195 Esquimalt Road", ,V9A3N6, ,ESQUIMALT,411,Greater Victoria,48.4298727,-123.4121773
VNC,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,SDA 31 - Vancouver Island,"LSA - SI - Aboriginal, Adopt & Guard",Si Ab C&Y Mental Health,Victoria,2008/04/01,2024/03/31,District,N,,"2nd Floor, 1195 Esquimalt Road", ,V9A3N6, ,ESQUIMALT,411,Greater Victoria,48.4298727,-123.4121773
VND,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,SDA 31 - Vancouver Island,"LSA - SI - Aboriginal, Adopt & Guard",Si Ab Integrated Services,Victoria,2008/04/01,2024/03/31,District,N,,"2nd Floor, 1195 Esquimalt Road", ,V9A3N6, ,ESQUIMALT,411,Greater Victoria,48.4298727,-123.4121773
VNE,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,SDA 31 - Vancouver Island,"LSA - SI - Aboriginal, Adopt & Guard",Si Ab Intgrtd Svs Sooke,Sooke,2008/04/01,2024/03/31,District,N,,2145 Townsend Road South,R. R. 2,V0S1N0, ,SOOKE,412,Western Communities,48.381454,-123.7244261
VNF,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,SDA 31 - Vancouver Island,"LSA - SI - Aboriginal, Adopt & Guard",Si Aboriginal Integrated Services,Victoria,2009/04/01,2024/03/31,District,N,,"Suite 102, 1195 Esquimalt Road", ,V9A3N6, ,ESQUIMALT,411,Greater Victoria,48.4298727,-123.4121773
VNG,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,SDA 31 - Vancouver Island,"LSA - SI - Aboriginal, Adopt & Guard",Si Ab Integ Svs Pen,Saanichton,2009/04/01,2024/03/31,District,N,,Unit 103 - 7851 East Saanich Road, ,V8M2B4, ,SAANICHTON,413,Saanich Peninsula,48.5952253,-123.4156753
VNH,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Si Ab Comm Serv Team # 7,Victoria,2009/04/01,2024/03/31,District,N,,Suite 201 - 2955 Jutland,,V8W9S2, ,VICTORIA,411,Greater Victoria,48.4794704,-123.3891139
VNJ,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,SDA 31 - Vancouver Island,"LSA - SI - Aboriginal, Adopt & Guard",Esq 2 Admin Team,Victoria,2010/04/01,2024/03/31, ,N,,"2nd Floor, 1195 Esquimalt Road", ,V9A3N6, ,ESQUIMALT,411,Greater Victoria,48.4298727,-123.4121773
VNK,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,SDA 31 - Vancouver Island,"LSA - SI - Aboriginal, Adopt & Guard",Esq 1 Admin Team,Victoria,2010/04/01,2024/03/31, ,N,,"Suite 102, 1195 Esquimalt Road", ,V9A3N6, ,ESQUIMALT,411,Greater Victoria,48.4298727,-123.4121773
VSA,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,SDA 31 - Vancouver Island,LSA - Nanaimo - CYMH and Resources,Director Of Operations,Nanaimo,2008/04/01,2024/03/31,District,N,,#101 - 488 Albert St., ,V9R2V7, ,NANAIMO,424,Greater Nanaimo,49.1619918,-123.9387367
VSB,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,SDA 31 - Vancouver Island,LSA - Nanaimo - CYMH and Resources,Indigenous Cymh,Nanaimo,2009/04/01,2024/03/31,District,N,,190 Wallace Street  Rm 301, ,V9R5B1, ,NANAIMO,424,Greater Nanaimo,49.1672198,-123.9413554
VSC,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,SDA 31 - Vancouver Island,LSA - Nanaimo - Delegated Services Teams,Indigenous Family Service,Nanaimo,2009/04/01,2024/03/31,District,N,,"Suite 202, 488 Albert Street", ,V9R2V7, ,NANAIMO,424,Greater Nanaimo,49.1619918,-123.9387367
VSD,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,SDA 31 - Vancouver Island,LSA - Nanaimo - Delegated Services Teams,Intake/Hrp And Indigenous Assessment And Response Team,Nanaimo,2009/04/01,2024/03/31,District,N,,"Suite 202, 488 Albert Street", ,V9R2V7, ,NANAIMO,424,Greater Nanaimo,49.1619918,-123.9387367
VSE,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Ab Team #3,Tbd,2009/04/01,2024/03/31,Regional,N,,Tbd,,, ,,,,,
VSF,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Ab Team #4,Tbd,2009/04/01,2024/03/31,Regional,N,,Tbd,,, ,,,,,
VTA,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,SDA 31 - Vancouver Island,LSA - Duncan,Director Of Operations - Duncan Indigenous,Duncan,2008/04/01,2024/03/31,District,N,,15 Craig Street, ,V9L1V6, ,DUNCAN,421,Cowichan Valley South,48.7769887,-123.708539
VTB,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,SDA 31 - Vancouver Island,LSA - Duncan,Duncan Indigenous Services Team #1,Duncan,2009/04/01,2024/03/31,District,N,,15 Craig Street, ,V9L1V6, ,DUNCAN,421,Cowichan Valley South,48.7769887,-123.708539
VTC,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,SDA 31 - Vancouver Island,LSA - Duncan,Duncan Indigenous Services Team #2,Duncan,2009/04/01,2024/03/31,District,N,,15 Craig Street, ,V9L1V6, ,DUNCAN,421,Cowichan Valley South,48.7769887,-123.708539
VWA,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,SDA 31 - Vancouver Island,LSA - Port Alberni,Ab Com Serv Mgr Pt Alberni,Port Alberni,2008/04/01,2024/03/31,District,N,,4088 8th Avenue,,V9Y4S4, ,PORT ALBERNI,426,Alberni/Clayoquot,49.2499476,-124.8007067
VXA,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,SDA 31 - Vancouver Island,LSA - Parksville/ Qualicum,Ab Com Serv Mgr Parksville,Parksville,2008/04/01,2024/03/31,District,N,,124 Mccarter Street,Box 489,V9P2G6, ,PARKSVILLE,425,Oceanside,49.3201754,-124.3096489
VXB,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Park Ab Comm Serv Team # 1,Parksville,2009/04/01,2024/03/31,District,N,,124 Mccarter Street,,V9P2G6, ,PARKSVILLE,425,Oceanside,49.320075,-124.3069038
VXC,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Park Ab Comm Serv Team # 2,Parksville,2009/04/01,2024/03/31,District,N,,124 Mccarter Street,,V9P2G6, ,PARKSVILLE,425,Oceanside,49.320075,-124.3069038
XAG,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Nursing Support Services,Victoria,2004/04/01,2024/03/31, ,N,,2nd Floor - 777 Broughton St., ,V8W1E3, ,VICTORIA,411,Greater Victoria,48.4233197,-123.3633317
XAH,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Practice Improvement And Modernization,Kelowna,2023/04/01,2024/03/31, ,N,,1340 Ellis Street, ,V1Y9N1, ,KELOWNA,137,Central Okanagan,49.8908496,-119.4942423
XAI,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Saje Transformation,,2023/04/01,2024/03/31, ,N,,,,, ,,,,,
XAJ,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Cysn Transformation,,2023/04/01,2024/03/31, ,N,,,,, ,,,,,
XAQ,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},"Strategic Planning, Performance & Engagement",,2023/04/01,2024/03/31, ,N,,,,, ,,,,,
XAS,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Information & Storage,Victoria,2004/04/01,2024/03/31, ,N,,2nd Floor 525 Superior,,V8V0C5, ,VICTORIA,411,Greater Victoria,48.4181124,-123.3695929
XAW,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Children'S Agreement,Victoria,2005/04/01,2024/03/31, ,N,,2nd Floor - 777 Broughton St., ,V8W1E3, ,VICTORIA,411,Greater Victoria,48.4233197,-123.3633317
XBB,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Chief Operating Officer,Victoria,2000/04/01,2024/03/31, ,N,,4th Floor - 765 Broughton St., ,V8W1E2, ,VICTORIA,411,Greater Victoria,48.4233197,-123.3633317
XCA,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Adm - Finance & Corporate Services,Victoria,2000/04/01,2024/03/31, ,N,,"2nd Floor, 525 Superior St.", ,V8V1T7, ,VICTORIA,411,Greater Victoria,48.4176982,-123.3708218
XCB,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Cysn Transformation,Burnaby,2000/04/01,2024/03/31, ,N,,701-1901 Rosser Avenue, ,V5C6R6, ,BURNABY,222,Burnaby,49.2671337,-123.0073721
XCC,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Integrated Corporate Policy & Service Planning,Victoria,2000/04/01,2024/03/31, ,N,,2nd Floor - 777 Broughton St., ,V8W1E3, ,VICTORIA,411,Greater Victoria,48.4233197,-123.3633317
XCD,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Legislation & Legal Support & Litigation,Victoria,2001/04/01,2024/03/31,Regional,N,,5th Fl. 614 Humboldt Street, ,V8W1A4, ,VICTORIA,411,Greater Victoria,48.4230091,-123.3678822
XCE,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Modelling & Analysis,Victoria,2002/04/01,2024/03/31,Branch,N,,"2nd Floor, 525 Superior St.", ,V8V1T7, ,VICTORIA,411,Greater Victoria,48.4176982,-123.3708218
XCF,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Corporate Services: Finance & Administration,Kelowna,2008/04/01,2024/03/31, ,N,,"Suite 400, 1726 Dolphin Avenue", ,V1Y9R9, ,KELOWNA,137,Central Okanagan,49.8792745,-119.4593551
XCH,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Strategic Initiatives,Victoria,2012/04/01,2024/03/31,District,N,,"5th Floor, 525 Superior St.", ,V8V1T7, ,VICTORIA,411,Greater Victoria,48.4176982,-123.3708218
XCI,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Cihr Program,Victoria,2008/04/01,2024/03/31, ,N,,204 - 940 Blanshard Street, ,V8W3E6, ,VICTORIA,411,Greater Victoria,48.4232168,-123.3639041
XCJ,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Service Practice,Vancouver,2009/04/01,2024/03/31,Regional,N,,"1900, 1050 W. Pender Street", ,V6E3S7, ,VANCOUVER,321,Vancouver - City Centre,49.2868782,-123.1196187
XCK,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Operations & Management Performance,Vancouver,2009/04/01,2024/03/31,Regional,N,,"1900, 1050 W. Pender Street", ,V6E3S7, ,VANCOUVER,321,Vancouver - City Centre,49.2868782,-123.1196187
XCL,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Service Delivery Operations,Nanaimo,2009/04/01,2024/03/31,Regional,N,,#202 - 6551 Aulds Road, ,V9T6K2, ,NANAIMO,424,Greater Nanaimo,49.233641,-124.0475917
XCM,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Adm Service Delivery,Vancouver,2009/04/01,2024/03/31,Regional,N,,601-700 W Georgia St, ,V7Y1B6, ,VANCOUVER,322,Vancouver - Centre North,49.282477,-123.1182037
XCN,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Corporate Services: Contract Management,Surrey,2013/04/01,2024/03/31, ,N,,"Suite #101, 10221 - 153rd St", ,V3R0L7, ,SURREY,233,Surrey,49.1883265,-122.7983342
XCO,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Strategic Integration,Victoria,2018/04/01,2024/03/31, ,N,,"5th Floor, 525 Superior St.", ,V8V1T7, ,VICTORIA,411,Greater Victoria,48.4176982,-123.3708218
XCP,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Shss Transformation,Burnaby,2021/04/01,2024/03/31,District,N,,701-1901 Rosser Avenue, ,V5C6R6, ,BURNABY,222,Burnaby,49.2671337,-123.0073721
XCQ,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Youth Transitions,Burnaby,2021/04/01,2024/03/31,Regional,N,,701-1901 Rosser Avenue, ,V5C6R6, ,BURNABY,222,Burnaby,49.2671337,-123.0073721
XCR,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Sdd - Business Transformation,Vancouver,2022/04/01,2024/03/31, ,N,,"1900, 1050 W. Pender Street", ,V6E3S7, ,VANCOUVER,321,Vancouver - City Centre,49.2868782,-123.1196187
XCT,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Columbia River Treaty,,2017/04/01,2024/03/31, ,N,,,,, ,,,,,
XDA,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Financial Services (Cfo),Victoria,2000/04/01,2024/03/31, ,N,,"2nd Floor, 525 Superior St.", ,V8V1T7, ,VICTORIA,411,Greater Victoria,48.4176982,-123.3708218
XDB,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Accounting Operations (Manager),Vancouver,2000/04/01,2024/03/31, ,N,,"2nd Flr,770 Pacific Blvd South", ,V6B5E7, ,VANCOUVER,322,Vancouver - Centre North,49.2757257,-123.1110183
XDC,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Analytics Office,Victoria,2002/04/01,2024/03/31, ,N,,525 Superior Street,2nd Floor,V8V0C5, ,VICTORIA,411,Greater Victoria,48.4176982,-123.3708218
XDD,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Medical Benefits,Victoria,2000/04/01,2024/03/31,Branch,N,,204 - 940 Blanshard Street, ,V8W3E6, ,VICTORIA,411,Greater Victoria,48.4232168,-123.3639041
XDF,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Autism Funding,Victoria,2001/04/01,2024/03/31,Branch,N,,2nd Floor - 777 Broughton St., ,V8W1E3, ,VICTORIA,411,Greater Victoria,48.4233197,-123.3633317
XDG,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Procurement Governance & Policy,Victoria,2001/04/01,2024/03/31,Branch,N,,940 Blanshard St - Plaza Level, ,V8W3E6, ,VICTORIA,411,Greater Victoria,48.4232168,-123.3639041
XDH,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Adm - Ecd/Child Care & Special Needs,Victoria,2004/04/01,2024/03/31, ,N,,4th Floor - 765 Broughton St., ,V8W1E2, ,VICTORIA,411,Greater Victoria,48.4233197,-123.3633317
XDI,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Strategic Liaison,Victoria,2005/04/01,2024/03/31, ,N,,3rd Flr. - 836 Yates Street, ,V8W1L8, ,VICTORIA,411,Greater Victoria,48.4262955,-123.3604268
XDJ,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Autism Information Services,Richmond,2005/04/01,2024/03/31,District,N,,3688 Cessna Drive, ,V7B1C7, ,RICHMOND,311,Richmond,49.1885007,-123.1428064
XDL,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Child & Youth Mental Health Policy,Victoria,2005/04/01,2024/03/31,Regional,N,,"1st Floor, 525 Superior St", ,V8V1T7, ,VICTORIA,411,Greater Victoria,48.4176982,-123.3708218
XDN,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Information Services,Victoria,2006/04/01,2024/03/31,Regional,N,,333 Quebec St, ,V8V5B7, ,VICTORIA,411,Greater Victoria,48.4211064,-123.3758805
XDQ,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Strategic Services,Victoria,2011/04/01,2024/03/31, ,N,,"5th Floor, 525 Superior St.", ,V8V1T7, ,VICTORIA,411,Greater Victoria,48.4176982,-123.3708218
XDS,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Ministry Chargebacks,Victoria,2012/04/01,2024/03/31, ,N,,3rd Floor - 765 Broughton St., ,V8W1E2, ,VICTORIA,411,Greater Victoria,48.4233197,-123.3633317
XDU,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Shss Transformation,,2023/04/01,2024/03/31, ,N,,,,, ,,,,,
XDV,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Verification & Audit Team,Victoria,2014/04/01,2024/03/31,District,N,,"2nd Floor, 525 Superior St.", ,V8V1T7, ,VICTORIA,411,Greater Victoria,48.4176982,-123.3708218
XDX,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Icm - Shared Cost,Victoria,2012/04/01,2024/03/31, ,N,,333 Quebec St, ,V8V5B7, ,VICTORIA,411,Greater Victoria,48.4211064,-123.3758805
XDZ,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Icm & Legacy System Enhancement,,2016/04/01,2024/03/31, ,N,,,,, ,,,,,
XEA,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},"Adm, Early Years & Inclusion",Victoria,2000/04/01,2024/03/31,Branch,N,,"1st Floor, 525 Superior St", ,V8V1T7, ,VICTORIA,411,Greater Victoria,48.4176982,-123.3708218
XEB,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Learning & Development,Victoria,2000/04/01,2024/03/31,Branch,N,,"2nd Floor, 525 Superior St.", ,V8V1T7, ,VICTORIA,411,Greater Victoria,48.4176982,-123.3708218
XED,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Strategic Human Resources,Victoria,2001/04/01,2024/03/31,Branch,N,,"2nd Floor, 525 Superior St.", ,V8V1T7, ,VICTORIA,411,Greater Victoria,48.4176982,-123.3708218
XEE,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},"Strategic Policy, Research & Engagement",Victoria,2001/04/01,2024/03/31,Branch,N,,"1st Floor, 525 Superior St", ,V8V1T7, ,VICTORIA,411,Greater Victoria,48.4176982,-123.3708218
XEF,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Indigenous Fiscal Agreements,Surrey,2006/04/01,2024/03/31, ,N,,"Suite 201, 10221 153rd Street", ,V3R0L7, ,SURREY,233,Surrey,49.1883265,-122.7983342
XEG,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Stakeholder Engagement And Division Services,Victoria,2018/04/01,2024/03/31, ,N,,"1st Floor, 525 Superior St", ,V8V1T7, ,VICTORIA,411,Greater Victoria,48.4176982,-123.3708218
XEH,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},"Policy,Legislation & Litigation",Victoria,2018/04/01,2024/03/31, ,N,,Rm 223 - 553 Superior Street, ,V8V1T7, ,VICTORIA,411,Greater Victoria,48.4176982,-123.3708218
XEI,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Project Management,,2023/04/01,2024/03/31, ,N,,,,, ,,,,,
XEJ,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Change Management,,2023/04/01,2024/03/31, ,N,,,,, ,,,,,
XEK,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Strategic Planning And Communication,,2023/04/01,2024/03/31, ,N,,,,, ,,,,,
XFA,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Infrastructure  Chargebacks,Victoria,2000/04/01,2024/03/31, ,N,,"5th Floor, 525 Superior St.", ,V8V1T7, ,VICTORIA,411,Greater Victoria,48.4176982,-123.3708218
XFB,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Managerial And Contract Support,Victoria,2009/04/01,2024/03/31,District,N,,5th Floor - 765 Broughton St., ,V8W1E2, ,VICTORIA,411,Greater Victoria,48.4233197,-123.3633317
XFC,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},"Accounting Operations, Financial Practice, And Controls",Victoria,2018/04/01,2024/03/31, ,N,,"2nd Floor, 525 Superior St.", ,V8V1T7, ,VICTORIA,411,Greater Victoria,48.4176982,-123.3708218
XFD,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Financial Planning And Reporting,Victoria,2018/04/01,2024/03/31, ,N,,"2nd Floor, 525 Superior St.", ,V8V1T7, ,VICTORIA,411,Greater Victoria,48.4176982,-123.3708218
XFF,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},School Mental Health & Early Years,Victoria,2011/04/01,2024/03/31, ,N,,"1st Floor, 525 Superior St", ,V8V1T7, ,VICTORIA,411,Greater Victoria,48.4176982,-123.3708218
XFS,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Facilities Support,Surrey,2014/04/01,2024/03/31, ,N,,"Suite 301, 10221 153rd Street", ,V3R0L7, ,SURREY,233,Surrey,49.1883265,-122.7983342
